"","Team","Rk.x","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","Pace","FTr","3PAr","TS%","eFG%","TOV%","ORB%","FT/FGA","DRB%","Arena","Attend.","Attend./G","Rk.y","G","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","i"
"703","Phoenix Suns*","2","25.2","62","20","59","23","7.12","-0.04","7.08","114.5","107.1","95.9",".296",".289",".571",".478","12.0","27.5",".176","68.3","America West Arena","726,066","17,709",1,82,241.2,40.9,85.6,0.477,9.7,24.7,0.393,31.2,60.9,0.512,19,25.4,0.748,11.8,32.3,44.1,23.5,7,5.5,13.7,19.1,110.4,2005
"704","Portland Trail Blazers","26","27.0","27","55","29","53","-4.00","0.55","-3.45","103.2","107.7","89.8",".303",".181",".524",".479","12.6","29.6",".204","67.7","Rose Garden Arena","680,374","16,594",27,82,240.6,35.3,78.3,0.451,5.1,14.2,0.362,30.2,64.2,0.471,17.2,23.7,0.725,11.8,29.3,41.1,21,7.1,6.6,16,20.8,92.9,2005
"705","Sacramento Kings*","9","27.7","50","32","47","35","2.16","0.40","2.56","110.5","108.2","93.0",".287",".200",".541",".493","13.3","28.8",".214","69.0","ARCO Arena (II)","709,997","17,317",2,82,242.1,39.1,85.1,0.459,6.4,17,0.374,32.7,68.1,0.48,19.2,24.4,0.787,12.5,29.9,42.4,24.5,8.2,3.9,13.1,20.5,103.7,2005
"706","San Antonio Spurs*","1","28.5","59","23","63","19","7.80","0.03","7.84","107.5","98.8","88.9",".329",".216",".534",".452","14.7","29.1",".236","73.6","SBC Center","750,970","18,316",18,82,241.5,35.6,78.7,0.453,6.2,17,0.363,29.5,61.6,0.478,18.7,25.9,0.724,12,30.4,42.4,21.6,7.5,6.6,13.7,20.9,96.2,2005
"707","Seattle SuperSonics*","8","26.0","52","30","48","34","2.29","0.30","2.59","112.2","109.6","87.9",".328",".281",".546",".496","12.9","32.4",".249","71.3","KeyArena at Seattle Center","675,490","16,475",11,82,240.9,35.1,79.2,0.444,8.1,22.2,0.365,27,57,0.474,20.5,26,0.79,12.7,28.2,40.9,18.1,6.7,4.1,13.6,23.7,98.9,2005
"708","Toronto Raptors","20","27.0","33","49","36","46","-1.62","-0.19","-1.81","106.9","108.7","92.7",".316",".253",".539",".499","13.4","23.7",".240","71.1","Air Canada Centre","703,388","17,156",7,82,241.5,36,81.2,0.444,7.9,20.5,0.385,28.1,60.7,0.463,19.8,25.6,0.774,10.3,29.8,40.1,20.4,7.6,3.9,13.3,22.9,99.7,2005
"709","Utah Jazz","27","25.7","26","56","29","53","-4.27","0.53","-3.74","104.7","109.5","88.4",".361",".121",".522",".499","14.2","31.9",".340","72.3","Delta Center","769,014","18,756",26,82,241.2,34.5,76.8,0.449,3,9.3,0.328,31.4,67.5,0.465,21,27.7,0.757,12.8,27.4,40.1,22.3,6.6,4.6,15.8,26.7,93,2005
"710","Washington Wizards*","17","25.3","45","37","40","42","-0.33","-0.38","-0.71","107.2","107.5","93.3",".364",".220",".523",".498","14.6","31.1",".230","70.0","MCI Center","705,069","17,197",6,82,241.2,36.2,82.9,0.437,6.3,18.3,0.343,29.9,64.6,0.463,21.9,30.2,0.725,13.8,29,42.8,19.1,8.7,4.2,14.3,22,100.5,2005
"711","Atlanta Hawks","28","22.7","26","56","28","54","-4.76","0.07","-4.69","106.4","111.6","90.4",".340",".178",".534",".513","14.1","31.4",".275","69.5","Philips Arena","617,817","15,069",16,82,242.4,35.9,79.2,0.454,5.2,14.1,0.367,30.8,65.1,0.472,20.2,26.9,0.75,13,27.2,40.3,19.8,7.2,4.8,15.7,25,97.2,2006
"712","Boston Celtics","20","25.3","33","49","37","45","-1.54","-0.05","-1.59","105.2","106.9","92.2",".349",".204",".551",".490","13.8","25.5",".282","72.8","TD Banknorth Garden","692,873","16,899",12,82,242.4,36,77.1,0.467,5.7,15.7,0.362,30.3,61.4,0.494,20.3,26.9,0.755,9.9,29.7,39.6,20.9,7,5.1,16.6,24.8,98,2006
"713","Charlotte Bobcats","27","25.2","26","56","30","52","-4.00","0.10","-3.90","102.5","106.7","93.4",".319",".184",".509",".514","16.5","27.1",".263","70.7","Charlotte Bobcats Arena","671,011","16,366",18,82,242.7,36.1,83.5,0.433,5.2,15.4,0.339,30.9,68.1,0.454,19.4,26.7,0.729,12.1,27.7,39.8,20.9,10,4.3,14.2,23.9,96.9,2006
"714","Chicago Bulls*","14","24.1","41","41","43","39","0.63","-0.12","0.51","104.0","103.4","92.9",".292",".219",".527",".464","13.9","26.3",".295","74.7","United Center","868,720","21,188",14,82,242.7,36.6,82.2,0.446,6.8,18,0.379,29.8,64.1,0.465,17.7,24,0.738,11,31.7,42.8,22,6.2,4.2,14.9,24.9,97.8,2006
"715","Cleveland Cavaliers*","8","27.1","50","32","48","34","2.23","-0.06","2.17","107.8","105.4","89.8",".362",".228",".538",".490","12.8","28.4",".226","75.7","Gund Arena","792,391","19,327",15,82,241.8,35.5,78.2,0.454,6.1,17.9,0.339,29.4,60.3,0.487,20.6,28.3,0.729,11.7,30.6,42.3,19,6.9,4.8,13.9,21.1,97.6,2006
"716","Dallas Mavericks*","3","27.5","60","22","58","24","6.07","-0.11","5.96","111.8","105.0","87.8",".364",".175",".550",".475","13.7","31.8",".257","72.2","American Airlines Center","824,693","20,114",9,82,242.4,36,77.7,0.462,5.1,13.6,0.374,30.9,64.2,0.481,22.2,28.3,0.783,12.6,29.6,42.2,18,7.2,6,13.6,22.4,99.1,2006
"717","Denver Nuggets*","15","27.4","44","38","42","40","0.23","0.13","0.36","105.5","105.2","93.9",".347",".161",".535",".493","14.7","26.8",".227","72.0","Pepsi Center","702,555","17,135",5,82,243,37.5,81.4,0.461,4.3,13.1,0.325,33.3,68.2,0.487,21,28.2,0.744,11,30.3,41.3,23.4,8.5,5.6,14.8,22.7,100.3,2006
"718","Detroit Pistons*","2","28.5","64","18","60","22","6.67","-0.44","6.24","110.8","103.1","86.8",".297",".221",".535",".477","13.7","28.9",".191","71.2","The Palace of Auburn Hills","905,116","22,076",19,82,241.8,36.4,80,0.455,6.8,17.7,0.384,29.6,62.3,0.475,17.3,23.8,0.727,11.9,28.6,40.5,24,7.1,6,11.4,18.5,96.8,2006
"719","Golden State Warriors","17","25.6","34","48","37","45","-1.35","0.25","-1.11","104.8","106.2","93.3",".323",".270",".521",".492","14.1","26.9",".243","71.6","Oakland Arena","749,185","18,273",11,82,241.8,35.8,82.7,0.433,7.6,22.3,0.341,28.2,60.4,0.467,19.2,26.7,0.718,12,30.3,42.3,20.7,7.4,4.4,14.1,23.7,98.5,2006
"720","Houston Rockets","19","28.8","34","48","36","46","-1.59","0.28","-1.30","101.6","103.3","88.0",".317",".226",".519",".472","13.1","25.5",".247","74.6","Toyota Center","636,110","15,515",29,82,241.8,33,76.2,0.433,5.7,17.2,0.332,27.3,59,0.463,18.3,24.1,0.759,10.4,31.3,41.6,19.3,7.2,3.9,14.5,22.7,90.1,2006
"721","Indiana Pacers*","10","27.3","41","41","47","35","1.89","-0.27","1.62","104.5","102.4","89.7",".344",".245",".533",".464","13.0","27.1",".232","72.6","Conseco Fieldhouse","663,368","16,180",23,82,240.6,34,76.5,0.444,6.5,18.7,0.349,27.4,57.8,0.475,19.4,26.3,0.737,11,31.2,42.2,19.9,7.3,5,15.3,22.2,93.9,2006
"722","League Average","","26.6","","","41","41","0.00","0.00","0.00","106.2","106.2","90.5",".333",".202",".536",".490","13.7","27.3",".248","72.7","","719,853","17,571",NA,82,242.1,35.8,79,0.454,5.7,16,0.358,30.1,63,0.478,19.6,26.3,0.745,11.2,29.8,41,20.6,7.2,4.7,14.4,22.8,97,2006
"723","Los Angeles Clippers*","9","26.8","47","35","46","36","1.57","0.18","1.75","105.3","103.6","91.7",".332",".131",".540",".471","12.2","25.4",".240","75.9","STAPLES Center","712,409","17,376",17,82,241.5,36.5,78.6,0.465,3.5,10.3,0.344,33,68.3,0.483,20.7,26.1,0.791,10.1,33,43.1,20.8,6.5,6.1,14.5,22.8,97.2,2006
"724","Los Angeles Lakers*","7","25.1","45","37","48","34","2.50","0.03","2.53","108.4","105.7","90.9",".329",".240",".539",".486","13.4","28.8",".242","73.6","STAPLES Center","774,189","18,883",7,82,242.1,36.5,80.6,0.453,6.7,19.3,0.349,29.8,61.3,0.486,19.7,26.5,0.745,11.8,30.3,42.2,21.1,7.7,4.3,13.9,23.1,99.4,2006
"725","Memphis Grizzlies*","5","28.1","49","33","52","30","3.70","0.05","3.74","105.9","101.6","86.3",".339",".258",".537",".469","14.7","25.8",".237","72.0","FedEx Forum","647,533","15,793",27,82,242.1,33.5,74.7,0.448,7.2,19.2,0.374,26.3,55.5,0.474,18,25.3,0.711,10.2,29,39.2,19.3,7.3,5.4,13.8,21.4,92.2,2006
"726","Miami Heat*","6","29.2","52","30","52","30","3.87","-0.27","3.59","108.7","104.5","91.6",".363",".227",".556",".477","12.4","26.7",".251","76.4","AmericanAirlines Arena","818,149","19,955",6,82,240.9,37.1,77.5,0.478,6.1,17.6,0.345,31,59.9,0.517,19.7,28.2,0.7,10.5,32.6,43.1,20.6,6.4,5.4,14.5,22.8,99.9,2006
"727","Milwaukee Bucks*","16","25.5","40","42","38","44","-1.04","-0.04","-1.07","106.3","107.4","91.2",".322",".203",".535",".504","13.8","27.3",".262","74.6","Bradley Center","681,337","16,618",13,82,242.1,36.3,80.1,0.453,6.2,16.3,0.38,30.1,63.8,0.472,19,25.8,0.738,11.3,29.9,41.2,21.6,7.3,3.3,14.6,23.2,97.8,2006
"728","Minnesota Timberwolves","21","26.7","33","49","35","47","-1.88","0.13","-1.75","102.4","104.5","88.8",".299",".149",".524",".475","13.4","25.2",".236","71.3","Target Center","662,167","16,150",28,82,242.1,35.2,77.3,0.456,3.8,11.5,0.329,31.4,65.8,0.478,17.5,23.1,0.758,9.9,29.5,39.4,20.9,6.8,5.7,14.5,23,91.7,2006
"729","New Jersey Nets*","13","28.6","49","33","45","37","1.37","-0.26","1.11","103.9","102.4","89.8",".346",".229",".528",".476","14.0","24.0",".266","76.3","Continental Airlines Arena","691,543","16,867",24,82,241.2,33.9,77,0.44,5.8,17.6,0.33,28.1,59.4,0.472,20.2,26.7,0.758,10,31,41,23,6.8,3.4,13.6,23.2,93.8,2006
"730","New Orleans/Oklahoma City Hornets","24","26.3","38","44","33","49","-2.82","0.31","-2.51","103.7","106.8","89.0",".339",".138",".515",".502","14.3","26.9",".243","73.4","Ford Center","744,920","18,717",25,82,241.5,34.5,78.4,0.44,3.7,10.8,0.339,30.9,67.6,0.457,20.1,26.5,0.758,11.2,29,40.2,18.5,7.5,3.8,13.4,21.8,92.8,2006
"731","New York Knicks","29","25.6","23","59","24","58","-6.40","0.11","-6.30","104.0","111.0","90.8",".417",".142",".534",".511","13.4","31.2",".294","72.8","Madison Square Garden (IV)","776,176","18,931",20,82,243,34.4,75.7,0.455,3.9,10.8,0.362,30.5,64.9,0.47,22.9,31.5,0.726,12.6,28.8,41.4,17.9,6.8,3.3,17.7,26.3,95.6,2006
"732","Orlando Magic","18","25.5","36","46","38","44","-1.07","-0.18","-1.26","106.3","107.5","88.3",".369",".129",".543",".490","13.0","28.5",".264","72.5","TD Waterhouse Centre","638,005","15,561",22,82,242.7,35.5,75.2,0.472,3.6,9.7,0.376,31.9,65.5,0.486,20.3,27.8,0.73,10.9,29.3,40.2,18.2,6.5,4.4,15.1,23.3,94.9,2006
"733","Philadelphia 76ers","22","26.5","38","44","35","47","-1.95","-0.15","-2.10","106.0","108.1","92.7",".356",".158",".538",".500","14.3","25.6",".240","71.3","Wachovia Center","677,278","16,519",8,82,242.7,36.6,79.8,0.458,4.6,12.6,0.364,32,67.3,0.476,21.6,28.4,0.76,10.6,29.6,40.2,20.2,7.9,4.9,14.1,20.9,99.4,2006
"734","Phoenix Suns*","4","27.5","54","28","55","27","5.55","-0.07","5.48","111.5","105.8","95.8",".206",".293",".568",".490","13.2","22.1",".200","72.1","America West Arena","730,179","17,809",1,82,243.4,41.8,87.4,0.479,10.2,25.6,0.399,31.6,61.8,0.511,14.5,18,0.806,9.5,32.3,41.8,26.6,6.7,5,13.3,20.5,108.4,2006
"735","Portland Trail Blazers","30","24.6","21","61","16","66","-9.45","0.54","-8.91","101.1","111.9","87.6",".310",".166",".511",".507","12.6","26.6",".231","68.2","Rose Garden Arena","617,019","15,049",30,82,240.6,34,76.4,0.445,4.4,12.7,0.349,29.6,63.7,0.464,16.3,23.7,0.689,10.8,26.9,37.7,18.2,6.5,5.3,14.7,22.3,88.8,2006
"736","Sacramento Kings*","11","27.2","44","38","45","37","1.54","0.07","1.61","106.7","105.0","91.9",".334",".217",".544",".488","13.7","25.4",".210","72.2","ARCO Arena (II)","709,997","17,317",10,82,241.8,36,79.3,0.454,6,17.2,0.351,30,62.1,0.483,20.8,26.5,0.784,10.4,30.2,40.5,22.3,7.4,3.6,14.6,20.4,98.9,2006
"737","San Antonio Spurs*","1","29.8","63","19","61","21","6.82","-0.13","6.69","107.3","99.6","88.5",".298",".215",".546",".457","13.5","26.0",".220","74.2","SBC Center","770,677","18,797",21,82,241.5,36.5,77.3,0.472,6.4,16.6,0.385,30.1,60.7,0.496,16.2,23.1,0.702,10.4,31.1,41.5,20.9,6.6,5.7,13.7,20.9,95.6,2006
"738","Seattle SuperSonics","25","25.6","35","47","33","49","-3.02","0.15","-2.88","111.1","114.4","91.6",".314",".243",".551",".527","13.6","30.4",".260","69.0","KeyArena at Seattle Center","664,157","16,199",2,82,241.8,37.5,81.8,0.459,7.4,19.9,0.371,30.1,62,0.487,20.1,25.7,0.785,12.4,27.2,39.6,20.7,7.6,3.7,14.7,23.6,102.6,2006
"739","Toronto Raptors","26","25.9","27","55","33","49","-2.99","-0.04","-3.03","109.5","112.7","91.1",".315",".244",".548",".530","13.5","25.4",".263","73.3","Air Canada Centre","699,332","17,057",4,82,243.4,36.7,81,0.454,7.4,19.8,0.375,29.3,61.2,0.479,20.2,25.5,0.791,10.5,27.9,38.5,19.4,6.5,3.3,13.1,24,101.1,2006
"740","Utah Jazz","23","25.6","41","41","33","49","-2.63","0.14","-2.49","104.1","107.0","87.8",".397",".149",".519",".490","14.0","32.4",".303","73.2","Delta Center","751,621","18,332",26,82,242.4,33.5,75.7,0.442,3.8,11.3,0.336,29.7,64.4,0.461,21.6,30.1,0.719,13.1,29,42.1,21.6,6.4,6,15.7,24.8,92.4,2006
"741","Washington Wizards*","12","26.5","42","40","46","36","1.85","-0.29","1.57","109.3","107.3","92.3",".375",".209",".538",".504","15.1","29.5",".256","70.9","MCI Center","705,062","17,197",3,82,241.8,36.3,81.2,0.447,6.1,17,0.357,30.2,64.2,0.471,23,30.4,0.757,12.6,28.6,41.2,18.6,8,4.1,13.9,22.6,101.7,2006
"742","Atlanta Hawks","30","24.1","30","52","27","55","-4.76","-0.10","-4.86","103.0","108.3","90.0",".346",".163",".523",".503","14.5","29.2",".268","70.9","Philips Arena","639,375","15,595",30,82,242.4,34.5,77.7,0.444,4.2,12.7,0.329,30.4,65,0.467,20.5,26.9,0.761,11.9,28.2,40.1,19.2,7.4,5.4,15.9,24,93.7,2007
"743","Boston Celtics","25","23.5","24","58","31","51","-3.41","-0.29","-3.70","103.2","106.9","92.0",".337",".199",".530",".502","14.5","27.0",".280","73.8","TD Banknorth Garden","690,576","16,843",22,82,242.1,34.9,78.7,0.443,5.7,15.6,0.367,29.1,63.1,0.462,20.4,26.6,0.767,11.2,29.2,40.4,19.9,7.2,4.7,16.5,24,95.8,2007
"744","Charlotte Bobcats","27","25.5","33","49","30","52","-3.74","-0.22","-3.97","103.6","107.6","92.0",".322",".193",".524",".500","14.7","26.4",".279","71.6","Charlotte Bobcats Arena","637,520","15,549",18,82,244,36.1,81,0.446,5.6,15.6,0.357,30.5,65.4,0.467,19.1,26,0.734,11.2,28.6,39.8,22.4,7.8,4.5,14.9,24.2,96.9,2007
"745","Chicago Bulls*","5","26.0","49","33","55","27","5.01","-0.49","4.52","104.9","99.6","93.6",".313",".186",".534",".473","16.2","28.6",".252","74.3","United Center","912,364","22,253",13,82,241.2,37.1,81.3,0.457,5.9,15.1,0.388,31.3,66.2,0.473,18.6,25.4,0.734,12,31.7,43.7,22.3,7.8,5.4,16,23.3,98.8,2007
"746","Cleveland Cavaliers*","7","26.9","50","32","52","30","3.83","-0.50","3.33","105.5","101.3","90.8",".320",".211",".522",".480","14.7","29.7",".243","75.8","Quicken Loans Arena","837,883","20,436",19,82,242.4,36.3,81.2,0.447,6,17.1,0.352,30.3,64.1,0.473,18.1,26,0.696,12.7,30.8,43.5,20.8,7.6,4.3,14.4,21.7,96.8,2007
"747","Dallas Mavericks*","2","28.1","67","15","61","21","7.22","0.06","7.28","111.3","103.2","89.5",".317",".218",".559",".477","14.2","28.7",".265","75.0","American Airlines Center","834,411","20,351",9,82,240.9,36.7,78.6,0.467,6.5,17.1,0.381,30.2,61.4,0.491,20.1,24.9,0.805,11.2,30.7,41.9,19.9,6.8,5,13.9,22.4,100,2007
"748","Denver Nuggets*","9","26.5","45","37","45","37","1.62","0.07","1.69","107.6","105.9","97.4",".360",".212",".548",".499","14.5","28.9",".203","71.8","Pepsi Center","706,437","17,230",3,82,241.2,38.6,83,0.465,5.9,17.6,0.336,32.7,65.4,0.5,22.3,29.9,0.746,12.2,31.2,43.4,23.4,8.3,5.3,16.5,21.4,105.4,2007
"749","Detroit Pistons*","6","29.0","53","29","53","29","4.16","-0.47","3.69","108.9","104.2","87.3",".307",".201",".535",".477","14.3","28.3",".234","70.9","The Palace of Auburn Hills","905,116","22,076",21,82,242.4,35.9,79.1,0.454,5.5,15.9,0.344,30.4,63.2,0.481,18.8,24.2,0.774,11.6,29,40.5,21.6,7.1,5.8,12.2,20.4,96,2007
"750","Golden State Warriors*","13","24.6","42","40","40","42","-0.34","0.34","0.00","107.0","107.4","99.2",".300",".279",".548",".506","16.1","25.6",".264","69.6","Oracle Arena","742,267","18,104",2,82,240.9,39.8,86,0.463,8.5,24,0.356,31.2,62,0.504,18.5,25.8,0.717,11.5,30,41.4,23.8,9.1,5.7,16,23.6,106.5,2007
"751","Houston Rockets*","4","28.2","52","30","55","27","4.85","0.19","5.04","106.0","100.7","90.7",".292",".290",".540",".466","13.6","25.7",".230","77.0","Toyota Center","678,362","16,545",17,82,242.1,35.4,79.6,0.445,8.6,23.1,0.372,26.8,56.5,0.475,17.5,23.2,0.753,10.7,32.6,43.3,20.8,7.1,4.1,14.2,20.9,97,2007
"752","Indiana Pacers","21","27.2","35","47","34","48","-2.44","-0.18","-2.62","102.9","105.5","92.4",".324",".212",".523",".491","14.8","28.4",".271","72.7","Conseco Fieldhouse","629,750","15,360",24,82,241.2,35,80,0.438,5.9,16.9,0.346,29.2,63.1,0.462,19.7,25.9,0.76,12.1,29.8,41.8,20.5,7.3,5.5,16.3,23.3,95.6,2007
"753","League Average","","26.7","","","41","41","0.00","0.00","0.00","106.5","106.5","91.9",".327",".213",".541",".496","14.2","27.1",".246","72.9","","728,036","17,760",NA,82,242.2,36.5,79.7,0.458,6.1,16.9,0.358,30.5,62.8,0.485,19.6,26.1,0.752,11.1,29.9,41.1,21.3,7.2,4.6,15.1,22.2,98.7,2007
"754","Los Angeles Clippers","14","27.5","40","42","40","42","-0.46","0.39","-0.07","105.1","105.6","90.8",".355",".143",".537",".488","13.3","27.2",".249","74.7","STAPLES Center","755,261","18,421",23,82,240.6,35.1,77,0.456,3.8,11,0.348,31.3,66,0.474,21.6,27.4,0.788,10.8,30.3,41.1,21.5,7.3,5.8,15.1,22.7,95.6,2007
"755","Los Angeles Lakers*","12","25.3","42","40","41","41","-0.07","0.32","0.24","108.6","108.6","93.5",".333",".259",".554",".500","13.5","26.1",".262","72.3","STAPLES Center","778,415","18,986",5,82,244.3,37.8,81.3,0.466,7.4,21,0.353,30.4,60.2,0.505,20.2,27.1,0.747,10.8,30.4,41.2,22.6,7.3,5.1,15.5,23,103.3,2007
"756","Memphis Grizzlies","29","26.2","22","60","27","55","-5.15","0.71","-4.44","106.9","112.3","93.6",".374",".211",".555",".529","14.0","25.9",".237","71.1","FedEx Forum","600,836","14,655",6,82,243.7,36.6,78.6,0.465,6.1,16.6,0.367,30.5,62,0.491,22.4,29.4,0.761,10.6,29,39.5,20.5,6.9,5,16.4,22.3,101.6,2007
"757","Miami Heat*","18","29.3","44","38","38","44","-0.91","-0.29","-1.21","104.3","105.3","89.9",".321",".245",".541",".485","13.8","24.9",".232","73.3","AmericanAirlines Arena","808,541","19,721",28,82,242.1,35.6,76.7,0.464,6.4,18.8,0.343,29.2,57.9,0.503,17,24.6,0.69,10,30.8,40.8,20.5,6.9,5.4,14.6,21.3,94.6,2007
"758","Milwaukee Bucks","28","26.0","28","54","29","53","-4.38","-0.06","-4.43","107.0","111.7","92.3",".286",".219",".541",".522","14.5","27.6",".234","68.1","Bradley Center","663,629","16,186",10,82,242.1,38.1,81.9,0.465,6.4,18,0.356,31.7,63.9,0.495,17.1,23.4,0.733,11.5,27.7,39.2,21.6,7.2,2.7,15.1,22.2,99.7,2007
"759","Minnesota Timberwolves","23","27.7","32","50","30","52","-3.67","0.51","-3.16","103.9","107.9","91.0",".291",".167",".537",".498","13.3","25.1",".226","72.1","Target Center","655,947","15,999",20,82,244,36.5,79.3,0.461,4.7,13.3,0.353,31.9,66,0.483,18.3,23.1,0.792,10,30.2,40.2,22.5,6.5,4,15.6,21.4,96.1,2007
"760","New Jersey Nets*","16","28.2","41","41","39","43","-0.77","-0.23","-1.00","105.7","106.6","91.4",".338",".263",".546",".490","13.7","24.6",".266","74.4","Continental Airlines Arena","693,955","16,926",15,82,242.4,35.5,77.8,0.457,7.4,20.4,0.363,28.1,57.4,0.49,19.1,26.3,0.727,10,30.8,40.8,23.9,6.1,3.3,14.8,22.8,97.6,2007
"761","New Orleans/Oklahoma City Hornets","17","26.4","39","43","36","46","-1.57","0.38","-1.19","104.8","106.5","90.2",".291",".188",".520",".499","13.2","29.1",".212","74.7","Ford Center","731,165","17,954",25,82,242.4,36.2,81.4,0.445,5.5,15.3,0.362,30.7,66.1,0.464,17.5,23.7,0.74,12.5,30.6,43.1,18.7,6.4,4.2,14.5,19.8,95.5,2007
"762","New York Knicks","22","25.4","33","49","33","49","-2.85","-0.21","-3.06","105.7","108.8","90.8",".377",".216",".539",".504","13.0","31.0",".246","74.0","Madison Square Garden (IV)","770,617","18,796",16,82,244,35.4,77.5,0.457,5.8,16.7,0.346,29.6,60.8,0.487,20.9,29.2,0.715,12.6,30.7,43.3,18.7,6.6,3.2,17.1,23.6,97.5,2007
"763","Orlando Magic*","11","25.6","40","42","43","39","0.78","-0.43","0.35","104.9","104.1","89.9",".393",".158",".544",".480","14.6","29.3",".286","73.7","Amway Arena","700,887","17,095",27,82,241.2,35.1,74.3,0.472,4.2,11.7,0.356,30.9,62.5,0.494,20.5,29.2,0.702,11.2,29.5,40.7,18.6,6.9,5.1,17,23.2,94.8,2007
"764","Philadelphia 76ers","24","26.2","35","47","32","50","-3.02","-0.23","-3.26","103.6","106.9","90.7",".333",".128",".530",".501","14.7","27.2",".221","70.8","Wachovia Center","608,603","14,844",26,82,242.4,35.8,78.1,0.458,3.5,10,0.345,32.3,68.1,0.474,20,26,0.767,11,28.7,39.7,20.4,7.2,4.8,15.3,20.4,94.9,2007
"765","Phoenix Suns*","3","27.6","61","21","59","23","7.30","-0.03","7.28","113.9","106.4","95.6",".267",".287",".590",".492","13.6","22.7",".206","71.9","US Airways Center","755,302","18,422",1,82,242.7,41.3,83.6,0.494,9.6,24,0.399,31.7,59.6,0.532,18,22.3,0.808,9,31.5,40.5,25.9,6.7,4.8,14.5,20.2,110.2,2007
"766","Portland Trail Blazers","26","24.4","32","50","29","53","-4.29","0.51","-3.78","105.1","109.9","88.3",".314",".193",".530",".508","13.5","28.2",".267","73.0","Rose Garden Arena","670,778","16,360",29,82,243.4,35,78,0.45,5.2,15,0.346,29.9,62.9,0.474,18.8,24.5,0.769,11.3,28,39.3,18.5,6.8,4.6,15.1,23.5,94.1,2007
"767","Sacramento Kings","19","27.3","33","49","36","46","-1.80","0.46","-1.35","106.2","108.0","94.8",".379",".232",".545",".513","14.9","23.1",".240","72.5","ARCO Arena (II)","709,997","17,317",8,82,241.5,35.9,79.7,0.45,6.5,18.5,0.35,29.4,61.2,0.48,23.1,30.2,0.765,9.7,29.2,38.9,20.3,8.2,3.2,14.6,21.9,101.3,2007
"768","San Antonio Spurs*","1","30.4","58","24","64","18","8.43","-0.08","8.35","109.2","99.9","89.8",".313",".247",".561",".471","14.0","24.2",".201","75.7","AT&T Center","764,823","18,654",14,82,241.2,36.6,77.2,0.474,7.3,19,0.381,29.3,58.1,0.504,18.1,24.1,0.751,9.3,31.4,40.7,22.1,7.2,5.1,13.9,19.4,98.5,2007
"769","Seattle SuperSonics","20","25.9","31","51","33","49","-2.89","0.45","-2.45","107.2","110.3","91.8",".288",".219",".544",".515","14.1","27.8",".243","70.9","KeyArena at Seattle Center","654,163","15,955",12,82,241.8,37.2,80.8,0.46,6.4,17.7,0.362,30.8,63.1,0.487,18.4,23.3,0.791,11.3,28.3,39.6,20.7,7.7,3.7,15.5,22,99.1,2007
"770","Toronto Raptors*","10","26.0","47","35","44","38","0.99","-0.38","0.61","107.0","106.0","92.6",".303",".224",".550",".503","14.3","22.2",".219","74.5","Air Canada Centre","748,603","18,259",11,82,240.9,37,79.8,0.463,6.5,17.9,0.363,30.5,62,0.492,19,24.2,0.788,9.2,30.2,39.5,22.2,7.1,3.9,13.5,20.4,99.5,2007
"771","Utah Jazz*","8","25.9","51","31","49","33","2.87","0.20","3.06","110.1","107.0","91.6",".380",".163",".551",".496","14.4","31.7",".314","75.1","EnergySolutions Arena","802,214","19,566",7,82,241.5,37.4,78.9,0.474,4.3,12.9,0.335,33.1,66,0.501,22.3,30,0.743,12.6,30,42.5,24.7,7,4.1,15.6,25.2,101.5,2007
"772","Washington Wizards*","15","26.8","41","41","40","42","-0.51","-0.28","-0.80","110.1","110.6","94.1",".356",".237",".542",".517","14.4","28.1",".249","71.0","Verizon Center","753,283","18,373",4,82,241.8,37.4,83.2,0.45,6.8,19.7,0.348,30.6,63.5,0.482,22.6,29.6,0.765,12.2,29,41.2,20.2,7.7,4.6,13.8,22.2,104.3,2007
